# DTStamp_FHdata_calc_intgr_error (integration error) 2023-01-15 19:39:30 110304612 
# rtime[1], u[2], u_next[3], pos_x[4], pos_y[5], pos_r[6], deltaS[7], chordlength[8], diff_length[9], sum_deltaS[10], sum_chordlength[11], diff_sum[12], eps[13], rho[14]
 0.032  0.003034139  0.000095414 -0.450987 -0.453740  0.639741  0.019991870  0.019991871 -0.000000000  0.659734109  0.659734112 -0.000000003  0.000000484303   103.201714 
 0.033  0.003129554  0.000095451 -0.465035 -0.467964  0.659733  0.019991866  0.019991866 -0.000000000  0.679725975  0.679725978 -0.000000004  0.000000484721   103.112676 
 0.034  0.003225004  0.000095487 -0.479080 -0.482191  0.679725  0.019991861  0.019991861 -0.000000000  0.699717836  0.699717840 -0.000000004  0.000000485140   103.023666 
 0.035  0.003320492  0.000095524 -0.493123 -0.496420  0.699717  0.019991857  0.019991857 -0.000000000  0.719709693  0.719709696 -0.000000004  0.000000485559   102.934685 
 0.036  0.003416016  0.000095561 -0.507163 -0.510652  0.719708  0.019991852  0.019991852 -0.000000000  0.739701545  0.739701549 -0.000000004  0.000000485979   102.845733 
 0.037  0.003511577  0.000095597 -0.521200 -0.524887  0.739700  0.019991848  0.019991848 -0.000000000  0.759693392  0.759693396 -0.000000004  0.000000486400   102.756810 
 0.038  0.003607174  0.000095634 -0.535235 -0.539124  0.759692  0.019991843  0.019991843 -0.000000000  0.779685235  0.779685239 -0.000000004  0.000000486821   102.667915 
 0.039  0.003702808  0.000095671 -0.549267 -0.553365  0.779683  0.019991838  0.019991838 -0.000000000  0.799677073  0.799677078 -0.000000004  0.000000487242   102.579049 
 0.040  0.003798479  0.000095708 -0.563296 -0.567608  0.799675  0.019991834  0.019991834 -0.000000000  0.819668907  0.819668912 -0.000000005  0.000000487664   102.490211 
 0.041  0.003894187  0.000095745 -0.577322 -0.581853  0.819667  0.019991829  0.019991829 -0.000000000  0.839660736  0.839660741 -0.000000005  0.000000488087   102.401403 
 0.042  0.003989932  0.000095782 -0.591345 -0.596102  0.839658  0.019991825  0.019991825 -0.000000000  0.859652561  0.859652566 -0.000000005  0.000000488511   102.312623 
 0.043  0.004085713  0.000095818 -0.605366 -0.610353  0.859650  0.019991820  0.019991820 -0.000000000  0.879644381  0.879644386 -0.000000005  0.000000488935   102.223872 
 0.044  0.004181532  0.000095855 -0.619383 -0.624607  0.879642  0.019991816  0.019991815  0.000000000  0.899636196  0.899636201 -0.000000005  0.000000489359   102.135150 
 0.045  0.004277387  0.000095892 -0.633398 -0.638864  0.899633  0.019991811  0.019991811 -0.000000000  0.919628007  0.919628012 -0.000000005  0.000000489785   102.046457 
 0.046  0.004373280  0.000095929 -0.647411 -0.653123  0.919625  0.019991806  0.019991806 -0.000000000  0.939619813  0.939619818 -0.000000005  0.000000490210   101.957793 
 0.047  0.004469209  0.000095966 -0.661420 -0.667385  0.939617  0.019991802  0.019991802 -0.000000000  0.959611614  0.959611620 -0.000000005  0.000000490637   101.869157 
 0.048  0.004565175  0.000096004 -0.675426 -0.681650  0.959608  0.019991797  0.019991797 -0.000000000  0.979603411  0.979603417 -0.000000005  0.000000491064   101.780550 
 0.049  0.004661179  0.000096041 -0.689430 -0.695918  0.979600  0.019991792  0.019991792 -0.000000000  0.999595203  0.999595209 -0.000000006  0.000000491491   101.691973 
 0.050  0.004757220  0.000096078 -0.703431 -0.710188  0.999591  0.019991788  0.019991788 -0.000000000  1.019586991  1.019586996 -0.000000006  0.000000491920   101.603424 
 0.051  0.004853297  0.000096115 -0.717429 -0.724461  1.019583  0.019991783  0.019991783  0.000000000  1.039578774  1.039578779 -0.000000006  0.000000492349   101.514904 
 0.052  0.004949412  0.000096152 -0.731425 -0.738737  1.039574  0.019991778  0.019991778 -0.000000000  1.059570552  1.059570558 -0.000000006  0.000000492778   101.426413 
 0.053  0.005045565  0.000096189 -0.745417 -0.753016  1.059566  0.019991774  0.019991774  0.000000000  1.079562326  1.079562331 -0.000000006  0.000000493208   101.337951 
 0.054  0.005141754  0.000096227 -0.759407 -0.767297  1.079557  0.019991769  0.019991769 -0.000000000  1.099554094  1.099554100 -0.000000006  0.000000493639   101.249517 
 0.055  0.005237981  0.000096264 -0.773394 -0.781582  1.099549  0.019991764  0.019991764 -0.000000000  1.119545858  1.119545865 -0.000000006  0.000000494070   101.161113 
 0.056  0.005334245  0.000096301 -0.787378 -0.795869  1.119540  0.019991760  0.019991760  0.000000000  1.139537618  1.139537624 -0.000000006  0.000000494502   101.072738 
 0.057  0.005430546  0.000096339 -0.801359 -0.810158  1.139532  0.019991755  0.019991755 -0.000000000  1.159529373  1.159529379 -0.000000006  0.000000494934   100.984392 
 0.058  0.005526885  0.000096376 -0.815337 -0.824451  1.159523  0.019991750  0.019991750 -0.000000000  1.179521123  1.179521129 -0.000000007  0.000000495367   100.896075 
 0.059  0.005623261  0.000096414 -0.829313 -0.838746  1.179515  0.019991745  0.019991746 -0.000000000  1.199512868  1.199512875 -0.000000007  0.000000495801   100.807786 
 0.060  0.005719675  0.000096451 -0.843286 -0.853044  1.199506  0.019991741  0.019991741 -0.000000000  1.219504609  1.219504616 -0.000000007  0.000000496236   100.719527 
 0.061  0.005816126  0.000096489 -0.857256 -0.867345  1.219498  0.019991736  0.019991736 -0.000000000  1.239496345  1.239496352 -0.000000007  0.000000496670   100.631297 
 0.062  0.005912615  0.000096526 -0.871223 -0.881648  1.239489  0.019991731  0.019991731  0.000000000  1.259488076  1.259488083 -0.000000007  0.000000497106   100.543096 
 0.063  0.006009141  0.000096564 -0.885187 -0.895955  1.259480  0.019991727  0.019991727 -0.000000000  1.279479803  1.279479810 -0.000000007  0.000000497542   100.454924 
 0.064  0.006105705  0.000096601 -0.899148 -0.910264  1.279472  0.019991722  0.019991722  0.000000000  1.299471525  1.299471532 -0.000000007  0.000000497979   100.366781 
 0.065  0.006202306  0.000096639 -0.913107 -0.924576  1.299463  0.019991717  0.019991717 -0.000000000  1.319463242  1.319463249 -0.000000007  0.000000498417   100.278667 
 0.066  0.006298946  0.000096677 -0.927062 -0.938890  1.319454  0.019991713  0.019991713 -0.000000000  1.339454955  1.339454962 -0.000000007  0.000000498855   100.190582 
 0.067  0.006395622  0.000096715 -0.941015 -0.953208  1.339446  0.019991708  0.019991708 -0.000000000  1.359446663  1.359446670 -0.000000007  0.000000499293   100.102526 
 0.068  0.006492337  0.000096752 -0.954965 -0.967528  1.359437  0.019991703  0.019991703 -0.000000000  1.379438366  1.379438373 -0.000000007  0.000000499733   100.014500 
 0.069  0.006589089  0.000096790 -0.968912 -0.981851  1.379428  0.019991698  0.019991698 -0.000000000  1.399430064  1.399430071 -0.000000007  0.000000500173    99.926502 
 0.070  0.006685879  0.000096828 -0.982856 -0.996177  1.399419  0.019991694  0.019991694  0.000000000  1.419421757  1.419421765 -0.000000007  0.000000500613    99.838534 
 0.071  0.006782707  0.000096866 -0.996797 -1.010505  1.419411  0.019991689  0.019991689 -0.000000000  1.439413446  1.439413453 -0.000000007  0.000000501054    99.750595 
 0.072  0.006879573  0.000096904 -1.010736 -1.024837  1.439402  0.019991684  0.019991684 -0.000000000  1.459405130  1.459405138 -0.000000008  0.000000501496    99.662685 
 0.073  0.006976477  0.000096942 -1.024671 -1.039171  1.459393  0.019991679  0.019991679 -0.000000000  1.479396809  1.479396817 -0.000000008  0.000000501939    99.574805 
 0.074  0.007073419  0.000096980 -1.038604 -1.053508  1.479384  0.019991674  0.019991675 -0.000000000  1.499388483  1.499388491 -0.000000008  0.000000502382    99.486953 
 0.075  0.007170399  0.000097018 -1.052534 -1.067848  1.499375  0.019991670  0.019991670 -0.000000000  1.519380153  1.519380161 -0.000000008  0.000000502826    99.399131 
 0.076  0.007267416  0.000097056 -1.066461 -1.082190  1.519366  0.019991665  0.019991665 -0.000000000  1.539371818  1.539371826 -0.000000008  0.000000503270    99.311338 
 0.077  0.007364472  0.000097094 -1.080385 -1.096535  1.539357  0.019991660  0.019991660 -0.000000000  1.559363478  1.559363486 -0.000000008  0.000000503715    99.223574 
 0.078  0.007461566  0.000097132 -1.094306 -1.110884  1.559348  0.019991655  0.019991655 -0.000000000  1.579355133  1.579355142 -0.000000008  0.000000504161    99.135839 
 0.079  0.007558698  0.000097170 -1.108224 -1.125235  1.579340  0.019991650  0.019991651 -0.000000000  1.599346784  1.599346792 -0.000000009  0.000000504607    99.048134 
 0.080  0.007655868  0.000097208 -1.122139 -1.139588  1.599331  0.019991646  0.019991646 -0.000000000  1.619338430  1.619338438 -0.000000009  0.000000505054    98.960458 
 0.081  0.007753076  0.000097247 -1.136052 -1.153945  1.619322  0.019991641  0.019991641  0.000000000  1.639330071  1.639330079 -0.000000009  0.000000505502    98.872812 
 0.082  0.007850323  0.000097285 -1.149961 -1.168304  1.639313  0.019991636  0.019991636 -0.000000000  1.659321707  1.659321715 -0.000000009  0.000000505950    98.785194 
 0.083  0.007947608  0.000097323 -1.163868 -1.182667  1.659304  0.019991631  0.019991631 -0.000000000  1.679313338  1.679313347 -0.000000009  0.000000506399    98.697606 
 0.084  0.008044931  0.000097361 -1.177771 -1.197032  1.679294  0.019991626  0.019991627 -0.000000000  1.699304964  1.699304973 -0.000000009  0.000000506848    98.610047 
 0.085  0.008142292  0.000097400 -1.191672 -1.211399  1.699285  0.019991622  0.019991622 -0.000000000  1.719296586  1.719296595 -0.000000009  0.000000507298    98.522518 
 0.086  0.008239692  0.000097438 -1.205570 -1.225770  1.719276  0.019991617  0.019991617 -0.000000000  1.739288203  1.739288212 -0.000000009  0.000000507749    98.435018 
 0.087  0.008337130  0.000097477 -1.219465 -1.240143  1.739267  0.019991612  0.019991612 -0.000000000  1.759279815  1.759279824 -0.000000009  0.000000508201    98.347548 
 0.088  0.008434607  0.000097515 -1.233357 -1.254520  1.759258  0.019991607  0.019991607 -0.000000000  1.779271422  1.779271431 -0.000000009  0.000000508653    98.260106 
 0.089  0.008532122  0.000097554 -1.247246 -1.268899  1.779249  0.019991602  0.019991602 -0.000000000  1.799263024  1.799263034 -0.000000009  0.000000509106    98.172695 
 0.090  0.008629676  0.000097592 -1.261132 -1.283281  1.799240  0.019991597  0.019991598 -0.000000000  1.819254621  1.819254631 -0.000000010  0.000000509559    98.085312 
 0.091  0.008727268  0.000097631 -1.275015 -1.297665  1.819231  0.019991593  0.019991593 -0.000000000  1.839246214  1.839246224 -0.000000010  0.000000510013    97.997959 
 0.092  0.008824899  0.000097669 -1.288896 -1.312053  1.839221  0.019991588  0.019991588 -0.000000000  1.859237802  1.859237812 -0.000000010  0.000000510468    97.910636 
 0.093  0.008922568  0.000097708 -1.302773 -1.326443  1.859212  0.019991583  0.019991583  0.000000000  1.879229385  1.879229395 -0.000000010  0.000000510923    97.823342 
 0.094  0.009020277  0.000097747 -1.316647 -1.340837  1.879203  0.019991578  0.019991578 -0.000000000  1.899220963  1.899220973 -0.000000010  0.000000511379    97.736077 
 0.095  0.009118023  0.000097786 -1.330519 -1.355233  1.899193  0.019991573  0.019991573 -0.000000000  1.919212536  1.919212546 -0.000000010  0.000000511836    97.648842 
 0.096  0.009215809  0.000097824 -1.344387 -1.369632  1.919184  0.019991568  0.019991568 -0.000000000  1.939204104  1.939204114 -0.000000010  0.000000512293    97.561637 
 0.097  0.009313633  0.000097863 -1.358253 -1.384033  1.939175  0.019991563  0.019991563 -0.000000000  1.959195667  1.959195678 -0.000000010  0.000000512751    97.474461 
 0.098  0.009411496  0.000097902 -1.372115 -1.398438  1.959165  0.019991558  0.019991559 -0.000000000  1.979187226  1.979187236 -0.000000010  0.000000513210    97.387314 
 0.099  0.009509398  0.000097941 -1.385975 -1.412845  1.979156  0.019991553  0.019991554 -0.000000000  1.999178779  1.999178790 -0.000000011  0.000000513670    97.300197 
 0.100  0.009607339  0.000097980 -1.399831 -1.427256  1.999147  0.019991548  0.019991549 -0.000000000  2.019170328  2.019170339 -0.000000011  0.000000514130    97.213110 
 0.101  0.009705319  0.000098019 -1.413685 -1.441669  2.019137  0.019991544  0.019991544  0.000000000  2.039161871  2.039161882 -0.000000011  0.000000514590    97.126052 
 0.102  0.009803337  0.000098058 -1.427536 -1.456085  2.039128  0.019991539  0.019991539 -0.000000000  2.059153410  2.059153421 -0.000000011  0.000000515052    97.039024 
 0.103  0.009901395  0.000098097 -1.441384 -1.470504  2.059118  0.019991534  0.019991534 -0.000000000  2.079144944  2.079144955 -0.000000011  0.000000515514    96.952025 
 0.104  0.009999491  0.000098136 -1.455228 -1.484925  2.079109  0.019991529  0.019991529 -0.000000000  2.099136473  2.099136484 -0.000000011  0.000000515976    96.865056 
 0.105  0.010097627  0.000098175 -1.469070 -1.499350  2.099099  0.019991524  0.019991524 -0.000000000  2.119127997  2.119128009 -0.000000012  0.000000516440    96.778116 
 0.106  0.010195802  0.000098214 -1.482909 -1.513777  2.119089  0.019991519  0.019991519 -0.000000000  2.139119516  2.139119528 -0.000000012  0.000000516904    96.691207 
 0.107  0.010294016  0.000098253 -1.496745 -1.528207  2.139080  0.019991514  0.019991514 -0.000000000  2.159111030  2.159111042 -0.000000012  0.000000517369    96.604326 
 0.108  0.010392269  0.000098292 -1.510577 -1.542640  2.159070  0.019991509  0.019991509 -0.000000000  2.179102539  2.179102551 -0.000000012  0.000000517834    96.517476 
 0.109  0.010490561  0.000098332 -1.524407 -1.557076  2.179060  0.019991504  0.019991504 -0.000000000  2.199094043  2.199094056 -0.000000012  0.000000518300    96.430655 
 0.110  0.010588893  0.000098371 -1.538234 -1.571515  2.199051  0.019991499  0.019991499 -0.000000000  2.219085543  2.219085555 -0.000000013  0.000000518767    96.343864 
 0.111  0.010687264  0.000098410 -1.552058 -1.585957  2.219041  0.019991494  0.019991494 -0.000000000  2.239077037  2.239077050 -0.000000013  0.000000519234    96.257103 
 0.112  0.010785674  0.000098450 -1.565879 -1.600401  2.239031  0.019991489  0.019991489 -0.000000000  2.259068526  2.259068539 -0.000000013  0.000000519703    96.170371 
 0.113  0.010884123  0.000098489 -1.579696 -1.614849  2.259021  0.019991484  0.019991485 -0.000000000  2.279060010  2.279060024 -0.000000013  0.000000520171    96.083669 
 0.114  0.010982612  0.000098528 -1.593511 -1.629299  2.279012  0.019991479  0.019991480 -0.000000000  2.299051490  2.299051503 -0.000000013  0.000000520641    95.996997 
 0.115  0.011081141  0.000098568 -1.607323 -1.643752  2.299002  0.019991475  0.019991475 -0.000000000  2.319042964  2.319042978 -0.000000013  0.000000521111    95.910354 
 0.116  0.011179708  0.000098607 -1.621132 -1.658208  2.318992  0.019991470  0.019991470  0.000000000  2.339034434  2.339034447 -0.000000013  0.000000521582    95.823741 
 0.117  0.011278316  0.000098647 -1.634938 -1.672667  2.338982  0.019991465  0.019991465 -0.000000000  2.359025899  2.359025912 -0.000000013  0.000000522054    95.737158 
 0.118  0.011376963  0.000098686 -1.648740 -1.687129  2.358972  0.019991459  0.019991460 -0.000000000  2.379017358  2.379017371 -0.000000013  0.000000522526    95.650605 
 0.119  0.011475649  0.000098726 -1.662540 -1.701594  2.378962  0.019991454  0.019991455 -0.000000000  2.399008812  2.399008826 -0.000000014  0.000000522999    95.564082 
 0.120  0.011574375  0.000098766 -1.676337 -1.716061  2.398952  0.019991449  0.019991450 -0.000000000  2.419000262  2.419000276 -0.000000014  0.000000523472    95.477589 
 0.121  0.011673141  0.000098805 -1.690130 -1.730532  2.418942  0.019991445  0.019991445  0.000000000  2.438991706  2.438991720 -0.000000014  0.000000523947    95.391125 
 0.122  0.011771946  0.000098845 -1.703921 -1.745005  2.438932  0.019991439  0.019991440 -0.000000000  2.458983146  2.458983160 -0.000000014  0.000000524422    95.304691 
 0.123  0.011870791  0.000098885 -1.717708 -1.759481  2.458922  0.019991434  0.019991435 -0.000000000  2.478974580  2.478974594 -0.000000014  0.000000524898    95.218287 
 0.124  0.011969676  0.000098925 -1.731493 -1.773960  2.478912  0.019991430  0.019991429  0.000000000  2.498966010  2.498966024 -0.000000014  0.000000525374    95.131913 
 0.125  0.012068601  0.000098964 -1.745274 -1.788442  2.498902  0.019991424  0.019991424  0.000000000  2.518957434  2.518957448 -0.000000014  0.000000525851    95.045569 
 0.126  0.012167565  0.000099004 -1.759053 -1.802927  2.518891  0.019991419  0.019991419 -0.000000000  2.538948853  2.538948867 -0.000000014  0.000000526329    94.959255 
 0.127  0.012266569  0.000099044 -1.772828 -1.817415  2.538881  0.019991414  0.019991414 -0.000000000  2.558940267  2.558940282 -0.000000014  0.000000526808    94.872970 
 0.128  0.012365614  0.000099084 -1.786601 -1.831906  2.558871  0.019991409  0.019991409 -0.000000000  2.578931677  2.578931691 -0.000000014  0.000000527287    94.786716 
 0.129  0.012464698  0.000099124 -1.800370 -1.846399  2.578861  0.019991404  0.019991404 -0.000000000  2.598923081  2.598923095 -0.000000015  0.000000527767    94.700492 
 0.130  0.012563822  0.000099164 -1.814136 -1.860896  2.598850  0.019991399  0.019991399 -0.000000000  2.618914480  2.618914494 -0.000000015  0.000000528248    94.614297 
 0.131  0.012662986  0.000099204 -1.827899 -1.875395  2.618840  0.019991394  0.019991394 -0.000000000  2.638905874  2.638905889 -0.000000015  0.000000528729    94.528133 
 0.132  0.012762191  0.000099244 -1.841659 -1.889898  2.638830  0.019991389  0.019991389 -0.000000000  2.658897263  2.658897278 -0.000000015  0.000000529211    94.441998 
 0.133  0.012861435  0.000099285 -1.855416 -1.904403  2.658819  0.019991384  0.019991384 -0.000000000  2.678888647  2.678888661 -0.000000015  0.000000529694    94.355894 
 0.134  0.012960720  0.000099325 -1.869170 -1.918911  2.678809  0.019991379  0.019991379 -0.000000000  2.698880025  2.698880040 -0.000000015  0.000000530177    94.269819 
 0.135  0.013060045  0.000099365 -1.882921 -1.933422  2.698798  0.019991374  0.019991374 -0.000000000  2.718871399  2.718871414 -0.000000015  0.000000530662    94.183775 
 0.136  0.013159410  0.000099405 -1.896669 -1.947936  2.718788  0.019991369  0.019991369 -0.000000000  2.738862768  2.738862783 -0.000000015  0.000000531146    94.097761 
 0.137  0.013258815  0.000099446 -1.910413 -1.962453  2.738777  0.019991364  0.019991364 -0.000000000  2.758854131  2.758854146 -0.000000015  0.000000531632    94.011776 
 0.138  0.013358260  0.000099486 -1.924155 -1.976973  2.758766  0.019991358  0.019991358 -0.000000000  2.778845489  2.778845505 -0.000000015  0.000000532118    93.925822 
 0.139  0.013457746  0.000099526 -1.937893 -1.991495  2.778756  0.019991353  0.019991353 -0.000000000  2.798836843  2.798836858 -0.000000015  0.000000532606    93.839898 
 0.140  0.013557272  0.000099567 -1.951629 -2.006021  2.798745  0.019991348  0.019991348 -0.000000000  2.818828191  2.818828206 -0.000000016  0.000000533093    93.754004 
 0.141  0.013656839  0.000099607 -1.965361 -2.020549  2.818734  0.019991343  0.019991343 -0.000000000  2.838819534  2.838819549 -0.000000016  0.000000533582    93.668140 
 0.142  0.013756446  0.000099648 -1.979090 -2.035081  2.838724  0.019991338  0.019991338 -0.000000000  2.858810871  2.858810887 -0.000000016  0.000000534071    93.582306 
 0.143  0.013856094  0.000099688 -1.992816 -2.049615  2.858713  0.019991333  0.019991333  0.000000000  2.878802204  2.878802220 -0.000000016  0.000000534561    93.496503 
 0.144  0.013955782  0.000099729 -2.006539 -2.064153  2.878702  0.019991328  0.019991328 -0.000000000  2.898793532  2.898793548 -0.000000016  0.000000535052    93.410729 
 0.145  0.014055511  0.000099769 -2.020259 -2.078693  2.898691  0.019991322  0.019991323 -0.000000000  2.918784854  2.918784870 -0.000000016  0.000000535543    93.324986 
 0.146  0.014155280  0.000099810 -2.033976 -2.093236  2.918680  0.019991317  0.019991317 -0.000000000  2.938776172  2.938776188 -0.000000016  0.000000536036    93.239273 
 0.147  0.014255090  0.000099851 -2.047689 -2.107782  2.938669  0.019991312  0.019991312 -0.000000000  2.958767484  2.958767500 -0.000000017  0.000000536528    93.153590 
 0.148  0.014354941  0.000099891 -2.061400 -2.122331  2.958658  0.019991307  0.019991307 -0.000000000  2.978758790  2.978758807 -0.000000017  0.000000537022    93.067937 
 0.149  0.014454832  0.000099932 -2.075107 -2.136883  2.978647  0.019991302  0.019991302  0.000000000  2.998750092  2.998750109 -0.000000017  0.000000537516    92.982315 
 0.150  0.014554764  0.000099973 -2.088811 -2.151438  2.998636  0.019991297  0.019991297 -0.000000000  3.018741389  3.018741406 -0.000000017  0.000000538012    92.896722 
 0.151  0.014654737  0.000100014 -2.102512 -2.165996  3.018625  0.019991292  0.019991292  0.000000000  3.038732681  3.038732697 -0.000000017  0.000000538507    92.811160 
 0.152  0.014754751  0.000100055 -2.116210 -2.180557  3.038614  0.019991286  0.019991286 -0.000000000  3.058723967  3.058723984 -0.000000017  0.000000539004    92.725629 
 0.153  0.014854805  0.000100096 -2.129905 -2.195121  3.058603  0.019991281  0.019991281 -0.000000000  3.078715248  3.078715265 -0.000000017  0.000000539501    92.640127 
 0.154  0.014954901  0.000100137 -2.143596 -2.209688  3.078592  0.019991276  0.019991276 -0.000000000  3.098706523  3.098706541 -0.000000017  0.000000539999    92.554656 
 0.155  0.015055038  0.000100178 -2.157285 -2.224258  3.098580  0.019991271  0.019991271 -0.000000000  3.118697794  3.118697811 -0.000000018  0.000000540498    92.469215 
 0.156  0.015155215  0.000100219 -2.170970 -2.238830  3.118569  0.019991266  0.019991266  0.000000000  3.138689060  3.138689077 -0.000000017  0.000000540998    92.383805 
 0.157  0.015255434  0.000100260 -2.184652 -2.253406  3.138558  0.019991260  0.019991260 -0.000000000  3.158680320  3.158680337 -0.000000017  0.000000541498    92.298425 
 0.158  0.015355693  0.000100301 -2.198331 -2.267984  3.158546  0.019991255  0.019991255 -0.000000000  3.178671575  3.178671592 -0.000000018  0.000000541999    92.213075 
 0.159  0.015455994  0.000100342 -2.212007 -2.282566  3.178535  0.019991250  0.019991250 -0.000000000  3.198662824  3.198662842 -0.000000018  0.000000542501    92.127756 
 0.160  0.015556336  0.000100383 -2.225680 -2.297150  3.198523  0.019991245  0.019991245  0.000000000  3.218654069  3.218654087 -0.000000018  0.000000543004    92.042467 
