# DTStamp_FHdata_calc_intgr_error (integration error) 2023-06-03 17:20:56 456733145 
# rtime[1], u[2], u_next[3], pos_x[4], pos_y[5], pos_r[6], deltaS[7], chordlength[8], diff_length[9], sum_deltaS[10], sum_chordlength[11], diff_sum[12], eps[13], rho[14]
 0.106  0.005046597  0.000048100 -0.745567 -0.753169  1.059781  0.009997943  0.009997943 -0.000000000  1.069783161  1.069783166 -0.000000005  0.000000123327   101.337001 
 0.107  0.005094697  0.000048109 -0.752564 -0.760311  1.069778  0.009997942  0.009997943 -0.000000000  1.079781103  1.079781109 -0.000000006  0.000000123381   101.292772 
 0.108  0.005142807  0.000048119 -0.759560 -0.767454  1.079776  0.009997942  0.009997942  0.000000000  1.089779045  1.089779051 -0.000000005  0.000000123435   101.248550 
 0.109  0.005190926  0.000048128 -0.766555 -0.774597  1.089774  0.009997941  0.009997941 -0.000000000  1.099776986  1.099776992 -0.000000006  0.000000123489   101.204335 
 0.110  0.005239054  0.000048137 -0.773550 -0.781741  1.099772  0.009997941  0.009997941 -0.000000000  1.109774927  1.109774933 -0.000000006  0.000000123543   101.160128 
 0.111  0.005287191  0.000048147 -0.780544 -0.788886  1.109770  0.009997940  0.009997940 -0.000000000  1.119772867  1.119772873 -0.000000006  0.000000123597   101.115928 
 0.112  0.005335338  0.000048156 -0.787537 -0.796031  1.119767  0.009997939  0.009997940 -0.000000000  1.129770807  1.129770813 -0.000000006  0.000000123651   101.071735 
 0.113  0.005383494  0.000048166 -0.794529 -0.803177  1.129765  0.009997939  0.009997939  0.000000000  1.139768746  1.139768752 -0.000000006  0.000000123705   101.027549 
 0.114  0.005431660  0.000048175 -0.801521 -0.810324  1.139763  0.009997938  0.009997938 -0.000000000  1.149766684  1.149766690 -0.000000006  0.000000123759   100.983371 
 0.115  0.005479835  0.000048184 -0.808512 -0.817471  1.149761  0.009997938  0.009997938 -0.000000000  1.159764622  1.159764628 -0.000000006  0.000000123813   100.939199 
 0.116  0.005528019  0.000048194 -0.815502 -0.824619  1.159759  0.009997937  0.009997937 -0.000000000  1.169762559  1.169762565 -0.000000006  0.000000123867   100.895035 
 0.117  0.005576212  0.000048203 -0.822492 -0.831768  1.169756  0.009997937  0.009997937 -0.000000000  1.179760496  1.179760502 -0.000000006  0.000000123921   100.850879 
 0.118  0.005624415  0.000048212 -0.829480 -0.838917  1.179754  0.009997936  0.009997936  0.000000000  1.189758432  1.189758438 -0.000000006  0.000000123976   100.806729 
 0.119  0.005672628  0.000048222 -0.836469 -0.846067  1.189752  0.009997935  0.009997936 -0.000000000  1.199756367  1.199756374 -0.000000006  0.000000124030   100.762587 
 0.120  0.005720849  0.000048231 -0.843456 -0.853218  1.199750  0.009997935  0.009997935 -0.000000000  1.209754302  1.209754309 -0.000000007  0.000000124084   100.718452 
 0.121  0.005769081  0.000048240 -0.850443 -0.860370  1.209747  0.009997934  0.009997934  0.000000000  1.219752236  1.219752243 -0.000000007  0.000000124139   100.674325 
 0.122  0.005817321  0.000048250 -0.857429 -0.867522  1.219745  0.009997934  0.009997934  0.000000000  1.229750170  1.229750177 -0.000000006  0.000000124193   100.630204 
 0.123  0.005865571  0.000048259 -0.864414 -0.874675  1.229743  0.009997933  0.009997933  0.000000000  1.239748104  1.239748110 -0.000000006  0.000000124248   100.586091 
 0.124  0.005913830  0.000048269 -0.871399 -0.881829  1.239741  0.009997933  0.009997933  0.000000000  1.249746037  1.249746043 -0.000000006  0.000000124302   100.541985 
 0.125  0.005962099  0.000048278 -0.878382 -0.888983  1.249738  0.009997932  0.009997932  0.000000000  1.259743969  1.259743975 -0.000000006  0.000000124357   100.497887 
 0.126  0.006010377  0.000048287 -0.885366 -0.896138  1.259736  0.009997931  0.009997931  0.000000000  1.269741900  1.269741906 -0.000000006  0.000000124411   100.453795 
 0.127  0.006058664  0.000048297 -0.892348 -0.903294  1.269734  0.009997931  0.009997931 -0.000000000  1.279739831  1.279739837 -0.000000006  0.000000124466   100.409711 
 0.128  0.006106961  0.000048306 -0.899330 -0.910450  1.279732  0.009997930  0.009997930  0.000000000  1.289737761  1.289737767 -0.000000006  0.000000124520   100.365634 
